2026-03-10 04:44:06,642 | === Training started: 2026-03-10T04:44:06.642342 ===
2026-03-10 04:44:06,642 | Config: AletheionV2Config(vocab_size=50257, d_model=1024, n_heads=16, n_layers=24, d_ff=4096, max_seq_len=1024, dropout=0.05, rope_base=10000.0, gate_hidden_dim=64, gate_num_layers=2, gate_dropout=0.1, enable_fractal=False, drm_dim=5, drm_num_anchors=6, drm_coord_activation='sigmoid', metric_eps=1e-06, dir_num_bins=16, mad_init_log_tau_sq=0.0, mad_per_axis=True, vi_phi_weights=(0.35, 0.25, 0.25, 0.15), vi_phi_critical=0.5, vi_injection_strength=0.6, vi_confidence_penalty=0.4, vi_ideal_conf_std=0.15, mpc_num_actions=12, mpc_beam_width=4, mpc_lookahead_depth=3, mpc_phi_floor=0.45, mpc_intervention_cost_weight=0.2, enable_eidos=True, eidos_base_decay=0.95, eidos_base_reinforce=1.05, eidos_dream_intensity=3.0, enable_filosofia3=True, filosofia3_quality_projection=(0.1, 0.1, 0.1, 0.7), filosofia3_analytical_weight=0.7, enable_consciousness=True, consciousness_hidden_dim=32, consciousness_energy_decay=0.3, enable_grounding=True, grounding_task_hidden_dim=64, grounding_ambiguity_hidden_dim=32, enable_plasticity=True, plasticity_initial_budget=1.0, plasticity_depletion_rate=0.02, enable_mpl=True, mpl_resolution=10, mpl_bandwidth=0.15, mpl_hidden_dim=16, enable_mopsi=True, mopsi_hidden_dim=32, enable_causal_state=True, causal_state_hidden_dim=32, enable_metacognitive=True, metacognitive_hidden_dim=128, metacognitive_proj_dim=0, enable_ewc=False, ewc_lambda=100.0, ewc_online=True, ewc_gamma=0.9, ewc_fisher_samples=256, enable_replay=False, replay_buffer_size=10000, replay_mix_ratio=0.1, enable_tomography=True, lambda_ce=1.5, lambda_varo=0.01, lambda_vi=0.001, lambda_mad=0.005, lambda_metric_reg=0.001, lambda_eidos=0.0005, lambda_conflict=0.0005, lambda_consciousness=0.0003, lambda_grounding=0.0005, lambda_plasticity=0.0002, lambda_frontier=0.0002, lambda_mopsi=0.0003, lambda_contrastive=0.0003, lambda_stp=0.01, enable_stp=True, stp_num_triplets=1, loss_warmup_fraction=0.3, loss_ramp_fraction=0.8, lambda_decay_mode='exponential', lambda_decay_k=0.0001, lambda_decay_factor=1.0, lambda_decay_interval=0, learning_rate=5e-05, weight_decay=0.01, batch_size=14, max_epochs=10, grad_clip=0.5, warmup_steps=100, log_interval=50, eval_interval=500, early_stopping_patience=5, tokenizer_name='gpt2', tokenizer_path='', data_dir='data/350m_rtx4090', dataset_name='', dataset_subset='', data_mix_weights='', num_workers=8, prefetch_factor=4, streaming=False, distributed=True, dist_backend='nccl', fsdp=False, fsdp_sharding='full', gradient_checkpointing=False, gradient_accumulation_steps=1, mixed_precision='no', compile_model=False, wandb_project='aletheion-v2-350m', wandb_run_name='', tensorboard_dir='', save_dir='/root/checkpoints/350m_epistemic_finetune', save_interval=500, save_total_limit=5, total_tokens=1000000000, tokens_per_step=0)
2026-03-10 04:45:51,764 | === Training started: 2026-03-10T04:45:51.764750 ===
2026-03-10 04:45:51,765 | Config: AletheionV2Config(vocab_size=50257, d_model=1024, n_heads=16, n_layers=24, d_ff=4096, max_seq_len=1024, dropout=0.05, rope_base=10000.0, gate_hidden_dim=64, gate_num_layers=2, gate_dropout=0.1, enable_fractal=False, drm_dim=5, drm_num_anchors=6, drm_coord_activation='sigmoid', metric_eps=1e-06, dir_num_bins=16, mad_init_log_tau_sq=0.0, mad_per_axis=True, vi_phi_weights=(0.35, 0.25, 0.25, 0.15), vi_phi_critical=0.5, vi_injection_strength=0.6, vi_confidence_penalty=0.4, vi_ideal_conf_std=0.15, mpc_num_actions=12, mpc_beam_width=4, mpc_lookahead_depth=3, mpc_phi_floor=0.45, mpc_intervention_cost_weight=0.2, enable_eidos=True, eidos_base_decay=0.95, eidos_base_reinforce=1.05, eidos_dream_intensity=3.0, enable_filosofia3=True, filosofia3_quality_projection=(0.1, 0.1, 0.1, 0.7), filosofia3_analytical_weight=0.7, enable_consciousness=True, consciousness_hidden_dim=32, consciousness_energy_decay=0.3, enable_grounding=True, grounding_task_hidden_dim=64, grounding_ambiguity_hidden_dim=32, enable_plasticity=True, plasticity_initial_budget=1.0, plasticity_depletion_rate=0.02, enable_mpl=True, mpl_resolution=10, mpl_bandwidth=0.15, mpl_hidden_dim=16, enable_mopsi=True, mopsi_hidden_dim=32, enable_causal_state=True, causal_state_hidden_dim=32, enable_metacognitive=True, metacognitive_hidden_dim=128, metacognitive_proj_dim=0, enable_ewc=False, ewc_lambda=100.0, ewc_online=True, ewc_gamma=0.9, ewc_fisher_samples=256, enable_replay=False, replay_buffer_size=10000, replay_mix_ratio=0.1, enable_tomography=True, lambda_ce=1.5, lambda_varo=0.01, lambda_vi=0.001, lambda_mad=0.005, lambda_metric_reg=0.001, lambda_eidos=0.0005, lambda_conflict=0.0005, lambda_consciousness=0.0003, lambda_grounding=0.0005, lambda_plasticity=0.0002, lambda_frontier=0.0002, lambda_mopsi=0.0003, lambda_contrastive=0.0003, lambda_stp=0.01, enable_stp=True, stp_num_triplets=1, loss_warmup_fraction=0.3, loss_ramp_fraction=0.8, lambda_decay_mode='exponential', lambda_decay_k=0.0001, lambda_decay_factor=1.0, lambda_decay_interval=0, learning_rate=5e-05, weight_decay=0.01, batch_size=14, max_epochs=10, grad_clip=0.5, warmup_steps=100, log_interval=50, eval_interval=500, early_stopping_patience=5, tokenizer_name='gpt2', tokenizer_path='', data_dir='data/350m_rtx4090', dataset_name='', dataset_subset='', data_mix_weights='', num_workers=8, prefetch_factor=4, streaming=False, distributed=True, dist_backend='nccl', fsdp=False, fsdp_sharding='full', gradient_checkpointing=False, gradient_accumulation_steps=1, mixed_precision='no', compile_model=False, wandb_project='aletheion-v2-350m', wandb_run_name='', tensorboard_dir='', save_dir='/root/checkpoints/350m_epistemic_finetune', save_interval=500, save_total_limit=5, total_tokens=1000000000, tokens_per_step=0)
2026-03-10 04:47:21,400 | annealing=0.000000 | avg_ambiguity=0.422418 | avg_confidence=0.589196 | avg_conflict=0.503347 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501409 | avg_eidos_weight=0.291465 | avg_energy=0.397248 | avg_frontier=0.312967 | avg_gate=0.499840 | avg_geodesic_distance=1.080671 | avg_mediated=0.499931 | avg_mood=0.000310 | avg_phi=0.418227 | avg_plasticity=0.036050 | avg_psi=0.500295 | avg_q1=0.507079 | avg_q2=0.496811 | avg_task_confidence=0.501271 | avg_temperature=3.971873 | avg_vi_severity=0.432944 | axis_balance_0=1.024059 | axis_balance_1=1.021866 | axis_balance_2=0.975519 | axis_balance_3=0.980765 | axis_balance_4=1.009499 | ce=3.227434 | conflict=0.255700 | consciousness=0.009078 | contrastive=0.690375 | drive_autonomy=0.500194 | drive_curiosity=0.500040 | drive_mastery=0.500152 | drm_coord_0=0.493073 | drm_coord_1=0.522901 | drm_coord_2=0.546039 | drm_coord_3=0.501052 | drm_coord_4=0.481765 | drm_coord_std=0.048160 | eidos=0.015117 | epoch=0 | frontier=1.973587 | grad_norm=1.969252 | grounding=1.078331 | lr=0.000024 | mad=0.744609 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.004108 | phi_conf=0.740714 | phi_dim=0.137084 | phi_disp=0.037367 | phi_ent=0.999195 | plasticity=0.084143 | step=50 | stp=1.466813 | tokens_per_sec=41435.925432 | tokens_seen=3584000 | total=4.855785 | varo=0.116430 | vi=0.062977
2026-03-10 04:48:46,740 | annealing=0.000000 | avg_ambiguity=0.420674 | avg_confidence=0.588221 | avg_conflict=0.503258 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501574 | avg_eidos_weight=0.290981 | avg_energy=0.386998 | avg_frontier=0.310658 | avg_gate=0.499840 | avg_geodesic_distance=1.083238 | avg_mediated=0.499931 | avg_mood=0.000310 | avg_phi=0.418175 | avg_plasticity=0.036120 | avg_psi=0.500295 | avg_q1=0.507267 | avg_q2=0.496868 | avg_task_confidence=0.501098 | avg_temperature=3.969934 | avg_vi_severity=0.433045 | axis_balance_0=1.024059 | axis_balance_1=1.022509 | axis_balance_2=0.975519 | axis_balance_3=0.981193 | axis_balance_4=1.009285 | ce=3.236045 | conflict=0.255611 | consciousness=0.009451 | contrastive=0.690047 | drive_autonomy=0.500194 | drive_curiosity=0.500039 | drive_mastery=0.500152 | drm_coord_0=0.494437 | drm_coord_1=0.523159 | drm_coord_2=0.544815 | drm_coord_3=0.499371 | drm_coord_4=0.480956 | drm_coord_std=0.048104 | eidos=0.015110 | epoch=0 | frontier=1.958683 | grad_norm=2.004490 | grounding=1.078538 | lr=0.000050 | mad=0.743921 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.004024 | phi_conf=0.740800 | phi_dim=0.136935 | phi_disp=0.037315 | phi_ent=0.999195 | plasticity=0.084135 | step=100 | stp=1.467063 | tokens_per_sec=41714.506193 | tokens_seen=7168000 | total=4.868630 | varo=0.114804 | vi=0.063008
2026-03-10 04:50:13,709 | annealing=0.000000 | avg_ambiguity=0.421151 | avg_confidence=0.588162 | avg_conflict=0.503014 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501520 | avg_eidos_weight=0.290959 | avg_energy=0.400828 | avg_frontier=0.305118 | avg_gate=0.499841 | avg_geodesic_distance=1.083828 | avg_mediated=0.499932 | avg_mood=0.000310 | avg_phi=0.418507 | avg_plasticity=0.036126 | avg_psi=0.500296 | avg_q1=0.506983 | avg_q2=0.496381 | avg_task_confidence=0.501098 | avg_temperature=3.976060 | avg_vi_severity=0.432466 | axis_balance_0=1.023487 | axis_balance_1=1.022152 | axis_balance_2=0.975590 | axis_balance_3=0.982477 | axis_balance_4=1.011357 | ce=3.260192 | conflict=0.255368 | consciousness=0.008953 | contrastive=0.690154 | drive_autonomy=0.500194 | drive_curiosity=0.500040 | drive_mastery=0.500152 | drm_coord_0=0.493072 | drm_coord_1=0.525188 | drm_coord_2=0.547332 | drm_coord_3=0.500587 | drm_coord_4=0.480069 | drm_coord_std=0.048961 | eidos=0.015142 | epoch=0 | frontier=1.909568 | grad_norm=2.027107 | grounding=1.078548 | lr=0.000050 | mad=0.745049 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.004019 | phi_conf=0.740606 | phi_dim=0.137811 | phi_disp=0.037599 | phi_ent=0.999128 | plasticity=0.084130 | step=150 | stp=1.456032 | tokens_per_sec=41544.976912 | tokens_seen=10752000 | total=4.904670 | varo=0.113281 | vi=0.062805
2026-03-10 04:51:31,769 | annealing=0.000000 | avg_ambiguity=0.419124 | avg_confidence=0.587739 | avg_conflict=0.503030 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501494 | avg_eidos_weight=0.290738 | avg_energy=0.386620 | avg_frontier=0.306288 | avg_gate=0.499841 | avg_geodesic_distance=1.085283 | avg_mediated=0.499932 | avg_mood=0.000310 | avg_phi=0.418745 | avg_plasticity=0.036255 | avg_psi=0.500296 | avg_q1=0.507153 | avg_q2=0.496078 | avg_task_confidence=0.501143 | avg_temperature=3.977195 | avg_vi_severity=0.432039 | axis_balance_0=1.024130 | axis_balance_1=1.021937 | axis_balance_2=0.975662 | axis_balance_3=0.982834 | axis_balance_4=1.007499 | ce=3.275443 | conflict=0.255384 | consciousness=0.009489 | contrastive=0.690207 | drive_autonomy=0.500194 | drive_curiosity=0.500039 | drive_mastery=0.500152 | drm_coord_0=0.494191 | drm_coord_1=0.526016 | drm_coord_2=0.545567 | drm_coord_3=0.499249 | drm_coord_4=0.480877 | drm_coord_std=0.048758 | eidos=0.015146 | epoch=0 | frontier=1.921383 | grad_norm=1.984857 | grounding=1.078754 | lr=0.000050 | mad=0.744518 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.003988 | phi_conf=0.741102 | phi_dim=0.138194 | phi_disp=0.037691 | phi_ent=0.999158 | plasticity=0.084113 | step=200 | stp=1.473820 | tokens_per_sec=42557.245908 | tokens_seen=14336000 | total=4.927649 | varo=0.114590 | vi=0.062660
2026-03-10 04:52:52,505 | annealing=0.000000 | avg_ambiguity=0.419614 | avg_confidence=0.587567 | avg_conflict=0.503024 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501561 | avg_eidos_weight=0.290653 | avg_energy=0.394228 | avg_frontier=0.305982 | avg_gate=0.499841 | avg_geodesic_distance=1.085967 | avg_mediated=0.499932 | avg_mood=0.000310 | avg_phi=0.418932 | avg_plasticity=0.036203 | avg_psi=0.500296 | avg_q1=0.507527 | avg_q2=0.495946 | avg_task_confidence=0.501008 | avg_temperature=3.975332 | avg_vi_severity=0.431723 | axis_balance_0=1.023915 | axis_balance_1=1.021365 | axis_balance_2=0.975233 | axis_balance_3=0.983405 | axis_balance_4=1.006213 | ce=3.307674 | conflict=0.255378 | consciousness=0.009171 | contrastive=0.690072 | drive_autonomy=0.500194 | drive_curiosity=0.500040 | drive_mastery=0.500152 | drm_coord_0=0.494520 | drm_coord_1=0.525518 | drm_coord_2=0.546297 | drm_coord_3=0.499612 | drm_coord_4=0.479392 | drm_coord_std=0.049102 | eidos=0.015151 | epoch=0 | frontier=1.912725 | grad_norm=2.076492 | grounding=1.078873 | lr=0.000050 | mad=0.745340 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.003977 | phi_conf=0.741549 | phi_dim=0.138488 | phi_disp=0.037791 | phi_ent=0.999124 | plasticity=0.084121 | step=250 | stp=1.462171 | tokens_per_sec=42911.882476 | tokens_seen=17920000 | total=4.975809 | varo=0.113222 | vi=0.062545
2026-03-10 04:54:16,424 | annealing=0.000000 | avg_ambiguity=0.420122 | avg_confidence=0.588241 | avg_conflict=0.503131 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501543 | avg_eidos_weight=0.290985 | avg_energy=0.400736 | avg_frontier=0.302433 | avg_gate=0.499840 | avg_geodesic_distance=1.082564 | avg_mediated=0.499931 | avg_mood=0.000310 | avg_phi=0.417748 | avg_plasticity=0.036186 | avg_psi=0.500297 | avg_q1=0.507266 | avg_q2=0.496434 | avg_task_confidence=0.501074 | avg_temperature=3.973427 | avg_vi_severity=0.433779 | axis_balance_0=1.024130 | axis_balance_1=1.021008 | axis_balance_2=0.975733 | axis_balance_3=0.982691 | axis_balance_4=1.006785 | ce=3.286744 | conflict=0.255484 | consciousness=0.008831 | contrastive=0.690108 | drive_autonomy=0.500194 | drive_curiosity=0.500040 | drive_mastery=0.500152 | drm_coord_0=0.493630 | drm_coord_1=0.524429 | drm_coord_2=0.545618 | drm_coord_3=0.501186 | drm_coord_4=0.480597 | drm_coord_std=0.047991 | eidos=0.015139 | epoch=0 | frontier=1.910060 | grad_norm=2.026129 | grounding=1.078915 | lr=0.000050 | mad=0.745026 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.004025 | phi_conf=0.740507 | phi_dim=0.136004 | phi_disp=0.037100 | phi_ent=0.999182 | plasticity=0.084125 | step=300 | stp=1.469069 | tokens_per_sec=42877.732924 | tokens_seen=21504000 | total=4.944411 | varo=0.114719 | vi=0.063271
2026-03-10 04:55:41,420 | annealing=0.000000 | avg_ambiguity=0.418096 | avg_confidence=0.588019 | avg_conflict=0.503122 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501352 | avg_eidos_weight=0.290877 | avg_energy=0.394661 | avg_frontier=0.303267 | avg_gate=0.499841 | avg_geodesic_distance=1.084186 | avg_mediated=0.499932 | avg_mood=0.000310 | avg_phi=0.418530 | avg_plasticity=0.036146 | avg_psi=0.500297 | avg_q1=0.507283 | avg_q2=0.495944 | avg_task_confidence=0.500791 | avg_temperature=3.977234 | avg_vi_severity=0.432425 | axis_balance_0=1.024701 | axis_balance_1=1.022080 | axis_balance_2=0.975590 | axis_balance_3=0.982192 | axis_balance_4=1.007642 | ce=3.242773 | conflict=0.255475 | consciousness=0.009229 | contrastive=0.690489 | drive_autonomy=0.500194 | drive_curiosity=0.500040 | drive_mastery=0.500152 | drm_coord_0=0.493337 | drm_coord_1=0.525456 | drm_coord_2=0.547098 | drm_coord_3=0.501227 | drm_coord_4=0.479211 | drm_coord_std=0.048841 | eidos=0.015151 | epoch=0 | frontier=1.901339 | grad_norm=2.029603 | grounding=1.079028 | lr=0.000050 | mad=0.743301 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.004009 | phi_conf=0.740979 | phi_dim=0.137729 | phi_disp=0.037581 | phi_ent=0.999131 | plasticity=0.084131 | step=350 | stp=1.464580 | tokens_per_sec=42774.742786 | tokens_seen=25088000 | total=4.878339 | varo=0.115231 | vi=0.062791
2026-03-10 04:56:58,918 | annealing=0.000000 | avg_ambiguity=0.418264 | avg_confidence=0.588275 | avg_conflict=0.502855 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501465 | avg_eidos_weight=0.291009 | avg_energy=0.407425 | avg_frontier=0.306706 | avg_gate=0.499841 | avg_geodesic_distance=1.083869 | avg_mediated=0.499932 | avg_mood=0.000310 | avg_phi=0.418826 | avg_plasticity=0.036221 | avg_psi=0.500296 | avg_q1=0.507364 | avg_q2=0.496347 | avg_task_confidence=0.500865 | avg_temperature=3.973352 | avg_vi_severity=0.431903 | axis_balance_0=1.023844 | axis_balance_1=1.021008 | axis_balance_2=0.975305 | axis_balance_3=0.984190 | axis_balance_4=1.007928 | ce=3.273551 | conflict=0.255209 | consciousness=0.008632 | contrastive=0.690264 | drive_autonomy=0.500194 | drive_curiosity=0.500041 | drive_mastery=0.500151 | drm_coord_0=0.493532 | drm_coord_1=0.525579 | drm_coord_2=0.547029 | drm_coord_3=0.501284 | drm_coord_4=0.479977 | drm_coord_std=0.048943 | eidos=0.015173 | epoch=0 | frontier=1.921488 | grad_norm=1.978217 | grounding=1.078991 | lr=0.000050 | mad=0.744310 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.004040 | phi_conf=0.741615 | phi_dim=0.138199 | phi_disp=0.037724 | phi_ent=0.999134 | plasticity=0.084120 | step=400 | stp=1.474960 | tokens_per_sec=43179.892277 | tokens_seen=28672000 | total=4.924535 | varo=0.115892 | vi=0.062610
2026-03-10 04:58:22,441 | annealing=0.000000 | avg_ambiguity=0.418577 | avg_confidence=0.587862 | avg_conflict=0.503007 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501427 | avg_eidos_weight=0.290803 | avg_energy=0.406492 | avg_frontier=0.302188 | avg_gate=0.499841 | avg_geodesic_distance=1.084630 | avg_mediated=0.499932 | avg_mood=0.000310 | avg_phi=0.418565 | avg_plasticity=0.036258 | avg_psi=0.500296 | avg_q1=0.507438 | avg_q2=0.496328 | avg_task_confidence=0.500926 | avg_temperature=3.972968 | avg_vi_severity=0.432351 | axis_balance_0=1.023629 | axis_balance_1=1.021723 | axis_balance_2=0.975519 | axis_balance_3=0.983690 | axis_balance_4=1.008428 | ce=3.283093 | conflict=0.255361 | consciousness=0.008663 | contrastive=0.690339 | drive_autonomy=0.500194 | drive_curiosity=0.500041 | drive_mastery=0.500151 | drm_coord_0=0.492559 | drm_coord_1=0.526890 | drm_coord_2=0.547025 | drm_coord_3=0.501510 | drm_coord_4=0.478963 | drm_coord_std=0.049060 | eidos=0.015150 | epoch=0 | frontier=1.890174 | grad_norm=1.913999 | grounding=1.079086 | lr=0.000050 | mad=0.745007 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.003999 | phi_conf=0.741200 | phi_dim=0.137771 | phi_disp=0.037557 | phi_ent=0.999106 | plasticity=0.084116 | step=450 | stp=1.460195 | tokens_per_sec=43149.794488 | tokens_seen=32256000 | total=4.938636 | varo=0.113551 | vi=0.062770
2026-03-10 04:59:44,548 | annealing=0.000000 | avg_ambiguity=0.420181 | avg_confidence=0.588003 | avg_conflict=0.503135 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501473 | avg_eidos_weight=0.290867 | avg_energy=0.389344 | avg_frontier=0.306528 | avg_gate=0.499841 | avg_geodesic_distance=1.084607 | avg_mediated=0.499932 | avg_mood=0.000310 | avg_phi=0.418852 | avg_plasticity=0.036210 | avg_psi=0.500296 | avg_q1=0.507344 | avg_q2=0.496218 | avg_task_confidence=0.500984 | avg_temperature=3.974595 | avg_vi_severity=0.431863 | axis_balance_0=1.024201 | axis_balance_1=1.021866 | axis_balance_2=0.975662 | axis_balance_3=0.984475 | axis_balance_4=1.006713 | ce=3.280497 | conflict=0.255489 | consciousness=0.009373 | contrastive=0.690249 | drive_autonomy=0.500194 | drive_curiosity=0.500039 | drive_mastery=0.500152 | drm_coord_0=0.492965 | drm_coord_1=0.525791 | drm_coord_2=0.546577 | drm_coord_3=0.500361 | drm_coord_4=0.479344 | drm_coord_std=0.049038 | eidos=0.015160 | epoch=0 | frontier=1.916736 | grad_norm=1.982985 | grounding=1.078737 | lr=0.000050 | mad=0.744741 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.004013 | phi_conf=0.741476 | phi_dim=0.138318 | phi_disp=0.037748 | phi_ent=0.999127 | plasticity=0.084121 | step=500 | stp=1.474839 | tokens_per_sec=43199.338489 | tokens_seen=35840000 | total=4.934812 | varo=0.113915 | vi=0.062594
2026-03-10 05:01:12,310 | annealing=0.000000 | avg_ambiguity=0.419464 | avg_confidence=0.588078 | avg_conflict=0.503132 | avg_curiosity=0.500006 | avg_dim_d=3.000002 | avg_divergence=0.501483 | avg_eidos_weight=0.290911 | avg_energy=0.390648 | avg_frontier=0.308503 | avg_gate=0.499841 | avg_geodesic_distance=1.084448 | avg_mediated=0.499932 | avg_mood=0.000310 | avg_phi=0.418891 | avg_plasticity=0.036109 | avg_psi=0.500296 | avg_q1=0.507331 | avg_q2=0.496110 | avg_task_confidence=0.500941 | avg_temperature=3.975547 | avg_vi_severity=0.431800 | axis_balance_0=1.024058 | axis_balance_1=1.022366 | axis_balance_2=0.975305 | axis_balance_3=0.984760 | axis_balance_4=1.008213 | ce=3.281049 | conflict=0.255486 | consciousness=0.009297 | contrastive=0.690227 | drive_autonomy=0.500194 | drive_curiosity=0.500039 | drive_mastery=0.500152 | drm_coord_0=0.492849 | drm_coord_1=0.524696 | drm_coord_2=0.548048 | drm_coord_3=0.499192 | drm_coord_4=0.479624 | drm_coord_std=0.049164 | eidos=0.015164 | epoch=0 | frontier=1.928602 | grad_norm=1.945286 | grounding=1.078633 | lr=0.000050 | mad=0.744426 | metric=0.000000 | mode_prob_0=0.250000 | mode_prob_1=0.250001 | mode_prob_2=0.250006 | mode_prob_3=0.249993 | mopsi=0.004018 | phi_conf=0.741475 | phi_dim=0.138404 | phi_disp=0.037797 | phi_ent=0.999116 | plasticity=0.084138 | step=550 | stp=1.467908 | tokens_per_sec=42973.419592 | tokens_seen=39424000 | total=4.935503 | varo=0.115036 | vi=0.062569
